nohup: ignoring input
Number of classes: 10

========== Training Run 1 ==========
Epoch: 1, Batch: 10, Acc: 8.75%, Loss: 1.3703
Epoch: 1, Batch: 20, Acc: 9.92%, Loss: 1.3692
Epoch: 1, Batch: 30, Acc: 9.58%, Loss: 1.3669
Epoch: 1, Batch: 40, Acc: 9.49%, Loss: 1.3663
Epoch: 1, Batch: 50, Acc: 9.81%, Loss: 1.3605
Epoch: 1, Batch: 60, Acc: 9.90%, Loss: 1.3592
Epoch: 1, Batch: 70, Acc: 10.20%, Loss: 1.3554
Epoch: 1, Batch: 80, Acc: 10.33%, Loss: 1.3587
Epoch: 1, Batch: 90, Acc: 10.16%, Loss: 1.3568
Epoch: 1, Batch: 100, Acc: 10.30%, Loss: 1.3574
Epoch: 1, Batch: 110, Acc: 10.62%, Loss: 1.3516
Epoch: 1, Batch: 120, Acc: 11.04%, Loss: 1.3514
Epoch: 1, Batch: 130, Acc: 11.30%, Loss: 1.3561
Epoch: 1, Batch: 140, Acc: 11.57%, Loss: 1.3504
Epoch: 1, Batch: 150, Acc: 11.80%, Loss: 1.3522
Epoch: 1, Batch: 160, Acc: 12.03%, Loss: 1.3495
Epoch: 1, Batch: 170, Acc: 12.02%, Loss: 1.3545
Epoch: 1, Batch: 180, Acc: 12.17%, Loss: 1.3482
Epoch: 1, Batch: 190, Acc: 12.35%, Loss: 1.3469
Epoch: 1, Batch: 200, Acc: 12.52%, Loss: 1.3473
Epoch: 1, Batch: 210, Acc: 12.71%, Loss: 1.3449
Epoch: 1, Batch: 220, Acc: 12.85%, Loss: 1.3494
Epoch: 1, Batch: 230, Acc: 12.99%, Loss: 1.3477
Epoch: 1, Batch: 240, Acc: 13.20%, Loss: 1.3432
Epoch: 1, Batch: 250, Acc: 13.36%, Loss: 1.3464
Epoch: 1, Batch: 260, Acc: 13.51%, Loss: 1.3457
Epoch: 1, Batch: 270, Acc: 13.62%, Loss: 1.3441
Epoch: 1, Batch: 280, Acc: 13.85%, Loss: 1.3405
Epoch: 1, Batch: 290, Acc: 14.07%, Loss: 1.3342
Epoch: 1, Batch: 300, Acc: 14.10%, Loss: 1.3458
Epoch: 1, Batch: 310, Acc: 14.18%, Loss: 1.3354
Epoch: 1, Batch: 320, Acc: 14.30%, Loss: 1.3393
